"Guid","AnnualRevenue","Assetphone__c","City","Company","Country","Description","Email","EmailBouncedReason","FirstName","GeocodeAccuracy","Industry","IsConverted","IsUnreadByOwner","Jigsaw","LastName","Latitude","LeadSource","Longitude","NumberOfEmployees","Phone","PostalCode","Rating","Salutation","State","Status","Street","Test_checkbox__c","Test_currency__c","Test_dateFields__c","Textfield__c","Title","Website"
daa042a0-c142-49fd-a872-2d1f77de8bef,"#N/A","#N/A","#N/A",test,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",test,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
df65c751-8449-4093-ab1e-2b50fdce3ab8,"#N/A","#N/A","#N/A",one,"#N/A","#N/A","#N/A","#N/A",test,"#N/A","#N/A",false,false,"#N/A",one,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
e31c9bb9-d7a1-4931-aae5-80ad5ffe79fd,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
e3b4beac-4947-47ac-9002-0445a5d1ff5b,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
e55bf6eb-89af-492e-9f52-5c5c4672150a,"#N/A","#N/A","#N/A",Lalaland,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",Crcrcr,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Qualified,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
e6ce9bd0-4e03-4e9d-93c8-1b4734f09881,"#N/A","#N/A","#N/A",abc,"#N/A","#N/A","#N/A","#N/A",1,"#N/A","#N/A",false,true,"#N/A",2,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
ec6b8b7e-2b67-4192-99ec-4220fec8366d,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
ee634044-0291-47f5-a06a-4769d302d602,"#N/A","#N/A","#N/A",Rob Test Account 1,"#N/A","#N/A","#N/A","#N/A",Rob,"#N/A","#N/A",false,true,"#N/A",Test Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
ef7f2942-62e4-4649-8d52-a5ee511b57aa,"#N/A","#N/A","#N/A",ANy,"#N/A","#N/A","#N/A","#N/A",Nov,"#N/A","#N/A",false,true,"#N/A",Lead1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
f375ba73-7905-4049-9698-480590eee5d3,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
f394f20d-0fc9-49a8-94b4-20792bbc0484,"#N/A","#N/A","#N/A",Test Pvt Ltd,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
f6171100-b05c-42e5-9f2a-e42b64b6f9a3,"#N/A","#N/A","#N/A",not1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,true,"#N/A",hot1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
f7866aa5-2639-4849-8db5-6458da2e43e7,"#N/A","#N/A","#N/A",Test Pvt Ltd 2,"#N/A","#N/A","#N/A","#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Lead 1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
f7c5a260-63a2-4d24-9259-25bf41442e64,"#N/A","#N/A","#N/A",ANy,"#N/A","#N/A","#N/A","#N/A",Nov,"#N/A","#N/A",false,true,"#N/A",Lead1,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
f8bd8221-166e-44a4-b0cd-d971bb4d848e,"#N/A","#N/A","#N/A",bbb,"#N/A","#N/A","#N/A","#N/A",b,"#N/A","#N/A",false,false,"#N/A",bb,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A"
ff8b3691-377c-4989-bacb-fdf115d7372f,"#N/A","#N/A","#N/A",Test,"#N/A","#N/A",test@gmail.com,"#N/A",Test,"#N/A","#N/A",false,true,"#N/A",Test,"#N/A","#N/A","#N/A","#N/A",09090909,"#N/A","#N/A",Mr.,"#N/A",New,"#N/A",false,"#N/A","#N/A","#N/A",Testing,"#N/A"
